Purchase Date;Ship Date;Returned;Return Date;Continent;Country;City;Store ID;Store Name;Store Type;Channel;Priority;Payment Method;Promotion ID;Promotion Name;Customer ID;Customer Segment;Loyalty Tier;Salesperson ID;Salesperson Department;Product ID;SKU;Product Name;Category;Subcategory;Brand;Order ID;Quantity;Unit Cost;Unit Price;Discount Amount;Tax Amount;Shipping Cost;Gross Sales;Net Sales;COGS;Gross Profit
2024-10-23;2024-09-15;;2024-04-04;;;;;;;;;;;;C00718;;;;;P0049;SKU-100048;;;;;O900144;;1447;1918;269;141;;134;45;3498;316
2024-01-26;2024-06-17;;2024-07-20;;;;;;;;;;;;C00909;;;;;P0038;SKU-100037;;;;;O900145;;1194;1098;225;327;;8848;1877;524;101
2024-04-13;2024-10-14;;2024-05-23;;;;;;;;;;;;C00270;;;;;P0046;SKU-100045;;;;;O900146;;550;231;137;155;;2082;321;1214;647
2024-10-30;2024-03-15;;2024-07-17;;;;;;;;;;;;C00745;;;;;P0080;SKU-100079;;;;;O900147;;358;1312;287;171;;1244;3292;1063;443
2024-02-21;2024-12-04;;2024-04-03;;;;;;;;;;;;C00981;;;;;P0012;SKU-100011;;;;;O900148;;1383;1414;115;100;;544;4786;905;509
2024-08-20;2024-04-09;;2024-12-22;;;;;;;;;;;;C00619;;;;;P0078;SKU-100077;;;;;O900149;;1197;686;1377;586;;4136;172;996;243
2024-08-15;2024-12-20;;2024-03-05;;;;;;;;;;;;C00883;;;;;P0177;SKU-100176;;;;;O900150;;8;1432;296;94;;3972;5410;1064;95
2024-04-12;2024-12-14;;2024-10-23;;;;;;;;;;;;C00667;;;;;P0142;SKU-100141;;;;;O900151;;938;1014;249;421;;1744;152;69;477
2024-07-10;2024-02-08;;2024-09-21;;;;;;;;;;;;C00126;;;;;P0117;SKU-100116;;;;;O900152;;1539;2153;1576;116;;597;1167;12;415
2024-02-26;2024-02-02;;2024-02-11;;;;;;;;;;;;C00597;;;;;P0107;SKU-100106;;;;;O900153;;;1219;349;247;;4606;1695;136;96
2024-03-28;2024-06-27;;2024-12-11;;;;;;;;;;;;C01194;;;;;P0131;SKU-100130;;;;;O900154;;;1420;162;595;;638;6;452;59
2024-05-06;2024-06-06;;2024-11-28;;;;;;;;;;;;C00578;;;;;P0003;SKU-100002;;;;;O900155;;;16;363;109;;1849;1999;8;765
2024-07-27;2024-04-21;;2024-06-02;;;;;;;;;;;;C00485;;;;;P0093;SKU-100092;;;;;O900156;;;833;234;648;;1099;296;992;164
2024-07-16;2024-12-31;;2024-03-28;;;;;;;;;;;;C00987;;;;;P0110;SKU-100109;;;;;O900157;;;581;150;98;;1408;2422;1226;802
2024-12-25;2024-09-22;;2024-03-16;;;;;;;;;;;;C00503;;;;;P0058;SKU-100057;;;;;O900158;;;2280;45;296;;38;67;1070;1117
2024-03-03;2024-02-21;;2024-09-24;;;;;;;;;;;;C00023;;;;;P0161;SKU-100160;;;;;O900159;;;1644;1105;65;;728;8671;291;503
2024-01-12;2024-08-03;;2024-01-11;;;;;;;;;;;;C00623;;;;;P0124;SKU-100123;;;;;O900160;;;1598;628;441;;1675;1791;5172;1019
2024-06-29;2024-06-23;;2024-11-15;;;;;;;;;;;;C01036;;;;;P0127;SKU-100126;;;;;O900161;;;45;356;642;;14;115;1810;124
2024-03-24;2024-03-18;;2024-08-25;;;;;;;;;;;;C00915;;;;;P0105;SKU-100104;;;;;O900162;;;2074;299;207;;63;1244;774;159
2024-01-21;2024-05-11;;2024-06-30;;;;;;;;;;;;C00316;;;;;P0101;SKU-100100;;;;;O900163;;;;1125;174;;218;42;80;480
2024-08-14;2024-10-20;;2024-10-12;;;;;;;;;;;;C00108;;;;;P0018;SKU-100017;;;;;O900164;;;;152;97;;596;544;995;796
2024-03-11;2024-09-04;;2024-01-28;;;;;;;;;;;;C00885;;;;;P0082;SKU-100081;;;;;O900165;;;;60;574;;16;4136;3296;185
2024-01-02;2024-07-18;;2024-02-24;;;;;;;;;;;;C00400;;;;;P0138;SKU-100137;;;;;O900166;;;;35;178;;1194;3575;84;1970
2024-05-05;2024-07-20;;;;;;;;;;;;;;C00250;;;;;P0056;SKU-100055;;;;;O900167;;;;70;142;;2212;1584;812;418
2024-08-31;2024-10-28;;;;;;;;;;;;;;C00223;;;;;P0034;SKU-100033;;;;;O900168;;;;324;160;;1402;1482;791;157
2024-11-17;2024-01-23;;;;;;;;;;;;;;C00008;;;;;P0068;SKU-100067;;;;;O900169;;;;241;1215;;410;597;6768;378
2024-04-06;2024-05-04;;;;;;;;;;;;;;C01162;;;;;P0160;SKU-100159;;;;;O900170;;;;74;429;;30;4145;1103;131
2024-01-15;2024-06-26;;;;;;;;;;;;;;C00389;;;;;P0175;SKU-100174;;;;;O900171;;;;108;76;;6988;549;328;370
2024-02-27;2024-02-15;;;;;;;;;;;;;;C01024;;;;;P0010;SKU-100009;;;;;O900172;;;;390;852;;4748;1657;2706;672
2024-06-03;2024-01-04;;;;;;;;;;;;;;C01072;;;;;P0001;SKU-100000;;;;;O900173;;;;201;956;;2198;1572;1150;254
2024-05-22;2024-03-20;;;;;;;;;;;;;;C00094;;;;;P0156;SKU-100155;;;;;O900174;;;;187;230;;1348;956;90;165
2024-02-22;2024-03-23;;;;;;;;;;;;;;C00282;;;;;P0086;SKU-100085;;;;;O900175;;;;68;51;;99;1239;4;1617
2024-09-18;2024-02-22;;;;;;;;;;;;;;C00758;;;;;P0081;SKU-100080;;;;;O900176;;;;322;137;;1422;130;2320;80
2024-09-12;2024-12-02;;;;;;;;;;;;;;C00166;;;;;P0007;SKU-100006;;;;;O900177;;;;30;64;;5724;619;1037;1381
2024-09-09;2024-11-08;;;;;;;;;;;;;;C00555;;;;;P0016;SKU-100015;;;;;O900178;;;;199;119;;133;1541;2790;14
2024-08-08;2024-09-20;;;;;;;;;;;;;;C00617;;;;;P0021;SKU-100020;;;;;O900179;;;;47;190;;1136;12;2052;1185
2024-06-08;2024-08-05;;;;;;;;;;;;;;C00450;;;;;;;;;;;O900180;;;;645;265;;136;58;1931;79
2024-10-02;2024-10-12;;;;;;;;;;;;;;C00746;;;;;;;;;;;O900181;;;;1321;54;;1366;15;89;1106
2024-07-18;2024-04-26;;;;;;;;;;;;;;C00060;;;;;;;;;;;O900182;;;;248;526;;8964;187;4680;188
2024-04-25;2024-10-16;;;;;;;;;;;;;;C00226;;;;;;;;;;;O900183;;;;1310;92;;1459;4383;1410;1487
2024-11-29;2024-07-03;;;;;;;;;;;;;;C00893;;;;;;;;;;;O900184;;;;619;305;;27;14;1532;438
2024-08-27;2024-08-16;;;;;;;;;;;;;;C00688;;;;;;;;;;;O900185;;;;404;114;;536;548;1148;531
2024-08-11;2024-09-03;;;;;;;;;;;;;;C00605;;;;;;;;;;;O900186;;;;237;79;;4323;1051;36;250
2024-01-11;2024-06-09;;;;;;;;;;;;;;C00444;;;;;;;;;;;O900187;;;;364;117;;1447;1991;1255;28
2024-07-28;2025-01-06;;;;;;;;;;;;;;C01175;;;;;;;;;;;O900188;;;;58;274;;3896;1234;198;827
2024-10-09;2024-06-16;;;;;;;;;;;;;;C01015;;;;;;;;;;;O900189;;;;457;571;;5808;377;6708;763
2024-09-08;2024-07-14;;;;;;;;;;;;;;C00033;;;;;;;;;;;O900190;;;;448;302;;1494;2299;2428;-228
2024-03-09;2024-08-06;;;;;;;;;;;;;;C00759;;;;;;;;;;;O900191;;;;585;709;;4502;6289;81;807
2024-03-27;2024-05-23;;;;;;;;;;;;;;C01111;;;;;;;;;;;O900192;;;;476;599;;40;27;1530;213
2024-04-15;2024-11-18;;;;;;;;;;;;;;C00749;;;;;;;;;;;O900193;;;;353;146;;51;43;423;554
2024-05-07;2024-03-04;;;;;;;;;;;;;;C00233;;;;;;;;;;;O900194;;;;56;594;;2870;598;3336;742
2024-05-11;2024-07-15;;;;;;;;;;;;;;C00112;;;;;;;;;;;O900195;;;;98;304;;2296;1764;5576;60
2024-04-18;2024-11-05;;;;;;;;;;;;;;C00754;;;;;;;;;;;O900196;;;;72;158;;131;4083;2463;1395
2024-12-14;2024-08-23;;;;;;;;;;;;;;C00304;;;;;;;;;;;O900197;;;;367;165;;6884;1934;252;432
2024-09-07;2024-07-01;;;;;;;;;;;;;;C00861;;;;;;;;;;;O900198;;;;636;151;;2469;2143;27;83
2024-06-23;2024-09-02;;;;;;;;;;;;;;C00669;;;;;;;;;;;O900199;;;;49;129;;2688;1254;607;2341
2024-09-01;2024-08-10;;;;;;;;;;;;;;C00992;;;;;;;;;;;O900200;;;;438;281;;1352;1388;620;799
2024-01-24;2024-03-13;;;;;;;;;;;;;;C00360;;;;;;;;;;;O900201;;;;116;110;;48;3904;430;87
2024-11-04;2024-04-15;;;;;;;;;;;;;;C00072;;;;;;;;;;;O900202;;;;885;634;;2147;65;3322;419
2024-10-10;2024-07-19;;;;;;;;;;;;;;C00656;;;;;;;;;;;O900203;;;;54;288;;303;1180;79;195
2024-04-08;2024-03-06;;;;;;;;;;;;;;C00302;;;;;;;;;;;O900204;;;;334;52;;9208;5266;1080;192
2024-08-01;2024-10-06;;;;;;;;;;;;;;C00047;;;;;;;;;;;O900205;;;;1534;465;;24;1688;671;824
2024-08-12;2024-06-18;;;;;;;;;;;;;;C00740;;;;;;;;;;;O900206;;;;455;652;;2544;1450;510;106
2024-08-10;2024-02-29;;;;;;;;;;;;;;C00180;;;;;;;;;;;O900207;;;;337;401;;506;1648;132;1186
2024-09-23;2024-02-01;;;;;;;;;;;;;;C00177;;;;;;;;;;;O900208;;;;46;32;;5976;943;428;493
2024-10-03;2024-07-06;;;;;;;;;;;;;;C00560;;;;;;;;;;;O900209;;;;427;576;;7500;116;7308;41
2024-09-16;2024-09-09;;;;;;;;;;;;;;C00255;;;;;;;;;;;O900210;;;;125;491;;3033;1161;7724;343
2024-06-16;2024-11-04;;;;;;;;;;;;;;C00741;;;;;;;;;;;O900211;;;;103;298;;399;7440;1215;313
2024-08-16;2024-02-11;;;;;;;;;;;;;;C00594;;;;;;;;;;;O900212;;;;222;153;;745;1357;10;270
2024-12-18;2025-01-03;;;;;;;;;;;;;;C00697;;;;;;;;;;;O900213;;;;28;60;;542;24;6088;570
2024-08-30;2024-05-25;;;;;;;;;;;;;;C01129;;;;;;;;;;;O900214;;;;382;138;;4016;493;1630;1375
2024-04-03;2024-06-28;;;;;;;;;;;;;;C00430;;;;;;;;;;;O900215;;;;953;173;;126;4323;2556;40
2024-09-14;2024-12-03;;;;;;;;;;;;;;C01052;;;;;;;;;;;O900216;;;;182;36;;1714;1230;3724;949
2024-02-20;2024-09-27;;;;;;;;;;;;;;C00410;;;;;;;;;;;O900217;;;;65;698;;984;98;100;655
2024-06-04;2024-12-17;;;;;;;;;;;;;;C01035;;;;;;;;;;;O900218;;;;61;124;;848;8;208;175
2024-11-02;2024-05-09;;;;;;;;;;;;;;C00203;;;;;;;;;;;O900219;;;;279;103;;202;3701;3116;1460
2024-12-15;2024-05-21;;;;;;;;;;;;;;C00439;;;;;;;;;;;O900220;;;;449;301;;592;141;5176;605
2024-11-28;2024-12-29;;;;;;;;;;;;;;C01142;;;;;;;;;;;O900221;;;;424;541;;8804;35;3384;1338
2024-02-02;2024-12-12;;;;;;;;;;;;;;C00877;;;;;;;;;;;O900222;;;;135;323;;9184;3891;1239;1353
2024-01-28;2024-11-14;;;;;;;;;;;;;;C00175;;;;;;;;;;;O900223;;;;22;192;;2068;5518;4392;439
2024-11-13;2024-12-10;;;;;;;;;;;;;;C00411;;;;;;;;;;;O900224;;;;610;47;;17;1225;1558;730
2024-06-24;2024-11-24;;;;;;;;;;;;;;C00730;;;;;;;;;;;O900225;;;;44;237;;8736;54;164;1539
2024-06-25;2024-06-19;;;;;;;;;;;;;;C00473;;;;;;;;;;;O900226;;;;238;86;;2374;4277;2898;626
2024-04-19;2024-06-20;;;;;;;;;;;;;;C00621;;;;;;;;;;;O900227;;;;118;562;;2424;1229;107;346
2024-05-28;2024-07-13;;;;;;;;;;;;;;C00704;;;;;;;;;;;O900228;;;;346;289;;3812;46;5132;212
2024-12-30;2024-12-21;;;;;;;;;;;;;;C00363;;;;;;;;;;;O900229;;;;197;685;;5848;2583;1666;27
2024-09-17;2024-05-16;;;;;;;;;;;;;;C01105;;;;;;;;;;;O900230;;;;18;37;;36;2181;215;225
2024-10-25;2024-12-23;;;;;;;;;;;;;;C00723;;;;;;;;;;;O900231;;;;105;13;;72;124;2985;486
2024-04-29;2024-05-28;;;;;;;;;;;;;;C00780;;;;;;;;;;;O900232;;;;493;176;;340;76;501;120
2024-05-20;2024-04-07;;;;;;;;;;;;;;C00174;;;;;;;;;;;O900233;;;;215;66;;4238;5507;540;642
2024-08-19;2024-06-04;;;;;;;;;;;;;;C00042;;;;;;;;;;;O900234;;;;112;572;;1025;2173;571;964
2024-07-29;2024-10-07;;;;;;;;;;;;;;C01018;;;;;;;;;;;O900235;;;;389;203;;6256;1213;4280;300
2024-03-14;2024-01-11;;;;;;;;;;;;;;C00589;;;;;;;;;;;O900236;;;;341;266;;34;7180;846;621
2024-05-27;2024-04-16;;;;;;;;;;;;;;C00138;;;;;;;;;;;O900237;;;;254;61;;4482;2339;1092;455
2024-05-09;2024-03-30;;;;;;;;;;;;;;C01106;;;;;;;;;;;O900238;;;;276;543;;1655;1190;2382;50
2024-05-19;2024-11-09;;;;;;;;;;;;;;C00383;;;;;;;;;;;O900239;;;;75;154;;5898;1775;1608;940
2024-10-18;2024-03-01;;;;;;;;;;;;;;C00123;;;;;;;;;;;O900240;;;;63;344;;100;41;3416;1006
2024-12-07;2024-07-23;;;;;;;;;;;;;;C00417;;;;;;;;;;;O900241;;;;127;293;;2119;1714;180;716
2024-01-07;2024-02-13;;;;;;;;;;;;;;C00057;;;;;;;;;;;O900242;;;;594;58;;268;1997;1588;1253
2024-07-11;2024-04-25;;;;;;;;;;;;;;C01128;;;;;;;;;;;O900243;;;;877;435;;4172;258;1374;39
2024-04-11;2024-05-30;;;;;;;;;;;;;;C00185;;;;;;;;;;;O900244;;;;183;745;;7672;8103;3309;199
2024-11-06;2024-01-17;;;;;;;;;;;;;;C01017;;;;;;;;;;;O900245;;;;218;219;;151;2860;1974;310
2024-10-27;2024-08-07;;;;;;;;;;;;;;C00447;;;;;;;;;;;O900246;;;;144;90;;2244;91;240;854
2024-12-26;2024-05-07;;;;;;;;;;;;;;C00232;;;;;;;;;;;O900247;;;;383;844;;2196;2188;64;67
2024-01-22;2024-08-20;;;;;;;;;;;;;;C00650;;;;;;;;;;;O900248;;;;27;106;;271;506;1284;214
2024-03-12;2024-09-14;;;;;;;;;;;;;;C00535;;;;;;;;;;;O900249;;;;701;771;;4266;50;72;349
2024-09-20;2024-06-30;;;;;;;;;;;;;;C00267;;;;;;;;;;;O900250;;;;294;75;;693;5677;182;460
2024-12-05;2024-03-08;;;;;;;;;;;;;;C00849;;;;;;;;;;;O900251;;;;283;338;;857;6375;3;174
2024-06-19;2024-03-09;;;;;;;;;;;;;;C00469;;;;;;;;;;;O900252;;;;95;220;;2221;2881;2928;-16
2024-03-22;2024-11-06;;;;;;;;;;;;;;C00349;;;;;;;;;;;O900253;;;;388;455;;948;339;2510;194
2024-03-16;2024-03-25;;;;;;;;;;;;;;C00059;;;;;;;;;;;O900254;;;;200;148;;5608;1712;1004;71
2024-02-15;2024-12-25;;;;;;;;;;;;;;C00726;;;;;;;;;;;O900255;;;;622;254;;1012;34;1342;319
2024-11-26;2024-02-14;;;;;;;;;;;;;;C01189;;;;;;;;;;;O900256;;;;64;56;;1312;95;2324;1224
2024-02-23;2024-03-14;;;;;;;;;;;;;;C00534;;;;;;;;;;;O900257;;;;37;510;;4242;802;965;171
2024-12-28;2024-01-03;;;;;;;;;;;;;;C00541;;;;;;;;;;;O900258;;;;634;978;;1372;1485;1965;398
2024-01-30;2024-12-09;;;;;;;;;;;;;;C00109;;;;;;;;;;;O900259;;;;750;697;;2112;2372;2684;623
2024-09-27;2024-10-01;;;;;;;;;;;;;;C00905;;;;;;;;;;;O900260;;;;179;1012;;4488;1767;834;816
2024-04-05;2024-01-16;;;;;;;;;;;;;;C00345;;;;;;;;;;;O900261;;;;171;17;;219;671;2586;172
2024-09-06;2024-10-04;;;;;;;;;;;;;;C01021;;;;;;;;;;;O900262;;;;588;356;;2828;434;3480;69
2024-02-25;2024-04-11;;;;;;;;;;;;;;C00167;;;;;;;;;;;O900263;;;;444;662;;1632;3506;833;209
2024-08-03;2024-06-24;;;;;;;;;;;;;;C00265;;;;;;;;;;;O900264;;;;29;183;;4356;3815;2096;339
2024-12-31;2024-04-01;;;;;;;;;;;;;;C00492;;;;;;;;;;;O900265;;;;258;647;;2499;1423;4956;437
2024-11-12;2024-06-13;;;;;;;;;;;;;;C00269;;;;;;;;;;;O900266;;;;791;33;;292;39;582;235
2024-12-24;2024-11-03;;;;;;;;;;;;;;C00755;;;;;;;;;;;O900267;;;;566;260;;2240;912;3176;525
2024-04-23;2024-07-30;;;;;;;;;;;;;;C01075;;;;;;;;;;;O900268;;;;267;210;;93;984;1447;1855
2024-10-13;2024-03-16;;;;;;;;;;;;;;C01165;;;;;;;;;;;O900269;;;;748;407;;298;780;1222;252
2024-11-05;2024-07-26;;;;;;;;;;;;;;C00171;;;;;;;;;;;O900270;;;;107;335;;5;1825;2715;43
2024-06-07;2024-10-11;;;;;;;;;;;;;;C00380;;;;;;;;;;;O900271;;;;658;40;;3932;3805;91;911
2024-09-26;2024-05-02;;;;;;;;;;;;;;C00496;;;;;;;;;;;O900272;;;;91;224;;4294;3777;33;290
2024-01-23;2024-01-30;;;;;;;;;;;;;;C00912;;;;;;;;;;;O900273;;;;485;644;;1636;545;3804;-7
2024-02-09;2024-06-10;;;;;;;;;;;;;;C01000;;;;;;;;;;;O900274;;;;206;167;;1968;4727;17;48
2024-08-05;2024-04-30;;;;;;;;;;;;;;C00711;;;;;;;;;;;O900275;;;;130;107;;4112;7483;1642;886
2024-06-12;2024-11-30;;;;;;;;;;;;;;C00310;;;;;;;;;;;O900276;;;;170;235;;1432;9184;3033;1355
2024-07-12;2024-04-22;;;;;;;;;;;;;;C00204;;;;;;;;;;;O900277;;;;1252;343;;2592;1820;272;436
2024-07-13;2024-11-29;;;;;;;;;;;;;;C00588;;;;;;;;;;;O900278;;;;500;291;;3936;28;2126;732
2024-05-03;2024-07-10;;;;;;;;;;;;;;C00468;;;;;;;;;;;O900279;;;;96;25;;3494;7426;1170;429
2024-05-31;2024-12-26;;;;;;;;;;;;;;C00143;;;;;;;;;;;O900280;;;;93;170;;5844;1970;3332;275
2024-03-07;2024-07-09;;;;;;;;;;;;;;C01177;;;;;;;;;;;O900281;;;;154;278;;1014;1459;3654;1295
2024-08-26;2024-10-17;;;;;;;;;;;;;;C00017;;;;;;;;;;;O900282;;;;1382;800;;1452;2060;654;238
2024-08-02;2024-01-27;;;;;;;;;;;;;;C00829;;;;;;;;;;;O900283;;;;140;125;;2552;1890;2439;760
2024-06-14;2024-10-21;;;;;;;;;;;;;;C00640;;;;;;;;;;;O900284;;;;553;204;;104;3355;1202;125
2024-09-11;2024-11-13;;;;;;;;;;;;;;C00695;;;;;;;;;;;O900285;;;;615;567;;6620;61;1395;976
2024-03-05;2024-03-07;;;;;;;;;;;;;;C01174;;;;;;;;;;;O900286;;;;165;460;;820;1793;7896;585
2024-09-10;2024-01-18;;;;;;;;;;;;;;C00809;;;;;;;;;;;O900287;;;;34;342;;120;5263;1948;63
2024-03-01;2024-05-06;;;;;;;;;;;;;;C00248;;;;;;;;;;;O900288;;;;230;438;;5656;2698;4776;211
2024-07-23;2024-01-26;;;;;;;;;;;;;;C00864;;;;;;;;;;;O900289;;;;743;1174;;2153;1607;104;314
2024-02-03;2024-05-17;;;;;;;;;;;;;;C00986;;;;;;;;;;;O900290;;;;391;199;;1667;1066;5796;-2
2024-09-30;2024-09-18;;;;;;;;;;;;;;C00920;;;;;;;;;;;O900291;;;;721;101;;3657;129;3044;934
2024-07-07;2024-11-22;;;;;;;;;;;;;;C00050;;;;;;;;;;;O900292;;;;357;953;;149;1872;336;268
2024-07-30;2024-08-13;;;;;;;;;;;;;;C01034;;;;;;;;;;;O900293;;;;213;279;;45;87;631;412
2024-06-28;2024-06-11;;;;;;;;;;;;;;C01135;;;;;;;;;;;O900294;;;;648;130;;5280;1375;2562;547
2024-11-09;2024-07-27;;;;;;;;;;;;;;C00593;;;;;;;;;;;O900295;;;;233;350;;132;63;6996;197
2024-03-20;2024-05-24;;;;;;;;;;;;;;C01046;;;;;;;;;;;O900296;;;;1116;544;;2022;330;902;1663
2024-04-04;2024-01-02;;;;;;;;;;;;;;C00432;;;;;;;;;;;O900297;;;;317;282;;54;4225;5247;405
2024-05-21;2024-02-06;;;;;;;;;;;;;;C01139;;;;;;;;;;;O900298;;;;329;46;;4902;3602;113;2197
2024-10-15;2024-08-04;;;;;;;;;;;;;;C00734;;;;;;;;;;;O900299;;;;532;131;;436;655;3354;1156
2024-01-16;2024-08-11;;;;;;;;;;;;;;C00454;;;;;;;;;;;O900300;;;;82;1404;;3698;974;794;318
2024-07-15;2024-06-03;;;;;;;;;;;;;;C00076;;;;;;;;;;;O900301;;;;132;181;;1721;5818;1677;245
2024-09-13;2024-03-02;;;;;;;;;;;;;;C01012;;;;;;;;;;;O900302;;;;807;91;;4392;32;813;320
2024-11-08;2024-07-16;;;;;;;;;;;;;;C00532;;;;;;;;;;;O900303;;;;113;315;;4402;4348;2924;146
2024-12-27;2024-01-25;;;;;;;;;;;;;;C00107;;;;;;;;;;;O900304;;;;354;818;;985;1539;3124;386
2024-06-27;2024-02-20;;;;;;;;;;;;;;C00868;;;;;;;;;;;O900305;;;;114;59;;152;5013;1194;98
2024-04-26;2024-06-01;;;;;;;;;;;;;;C00685;;;;;;;;;;;O900306;;;;551;303;;4389;2013;4104;2301
2024-10-29;2024-03-27;;;;;;;;;;;;;;C00899;;;;;;;;;;;O900307;;;;83;514;;1472;214;1100;842
2024-05-26;2024-04-19;;;;;;;;;;;;;;C00618;;;;;;;;;;;O900308;;;;352;473;;2251;3838;550;382
2024-03-02;2024-03-10;;;;;;;;;;;;;;C00022;;;;;;;;;;;O900309;;;;333;321;;9996;26;5556;1174
2024-02-08;2024-01-07;;;;;;;;;;;;;;C00395;;;;;;;;;;;O900310;;;;310;606;;2580;136;126;400
2024-04-20;2024-08-18;;;;;;;;;;;;;;C00911;;;;;;;;;;;O900311;;;;266;149;;5680;6138;1832;3412
2024-05-18;2024-07-11;;;;;;;;;;;;;;C01196;;;;;;;;;;;O900312;;;;473;113;;170;1986;2588;178
2024-03-25;2024-11-17;;;;;;;;;;;;;;C00487;;;;;;;;;;;O900313;;;;172;617;;8344;5233;4566;1281
2024-08-13;2024-08-22;;;;;;;;;;;;;;C00958;;;;;;;;;;;O900314;;;;469;195;;4368;128;5076;142
2024-04-07;2024-04-06;;;;;;;;;;;;;;C00744;;;;;;;;;;;O900315;;;;90;277;;532;1907;56;1128
2024-05-16;2024-11-21;;;;;;;;;;;;;;C00061;;;;;;;;;;;O900316;;;;149;189;;930;1976;575;578
2024-02-29;2024-07-31;;;;;;;;;;;;;;C00537;;;;;;;;;;;O900317;;;;66;213;;3075;225;2616;293
2024-11-30;2024-02-26;;;;;;;;;;;;;;C00351;;;;;;;;;;;O900318;;;;39;134;;9212;3839;358;269
2024-12-11;2024-01-13;;;;;;;;;;;;;;C00767;;;;;;;;;;;O900319;;;;436;730;;1441;754;5532;1914
2024-12-21;2024-01-22;;;;;;;;;;;;;;C00507;;;;;;;;;;;O900320;;;;312;49;;6909;656;3111;528
2024-10-14;2024-02-12;;;;;;;;;;;;;;C00990;;;;;;;;;;;O900321;;;;400;57;;4100;2168;393;422
2024-03-18;2024-01-05;;;;;;;;;;;;;;C00481;;;;;;;;;;;O900322;;;;328;349;;23;447;927;1784
2024-04-27;2024-04-28;;;;;;;;;;;;;;C00753;;;;;;;;;;;O900323;;;;145;197;;4604;4655;1055;331
2024-08-25;2024-04-24;;;;;;;;;;;;;;C01051;;;;;;;;;;;O900324;;;;178;440;;1414;830;1582;264
2024-10-08;2024-12-01;;;;;;;;;;;;;;C00018;;;;;;;;;;;O900325;;;;428;196;;105;1286;2480;1292
2024-11-25;2024-11-25;;;;;;;;;;;;;;C00176;;;;;;;;;;;O900326;;;;67;226;;2302;479;2298;479
2024-01-25;2024-03-17;;;;;;;;;;;;;;C00626;;;;;;;;;;;O900327;;;;450;507;;1463;451;766;753
2024-12-08;2024-12-07;;;;;;;;;;;;;;C00668;;;;;;;;;;;O900328;;;;302;256;;4276;247;1650;226
2024-03-06;2024-04-14;;;;;;;;;;;;;;C00131;;;;;;;;;;;O900329;;;;184;102;;1420;1581;1442;309
2024-02-11;2024-10-22;;;;;;;;;;;;;;C00066;;;;;;;;;;;O900330;;;;306;164;;5740;3606;2074;518
2024-07-02;2024-03-21;;;;;;;;;;;;;;C00932;;;;;;;;;;;O900331;;;;227;245;;4377;1235;1197;688
2024-11-14;2024-02-25;;;;;;;;;;;;;;C00141;;;;;;;;;;;O900332;;;;534;53;;32;2006;3248;2100
2024-02-19;2024-01-28;;;;;;;;;;;;;;C01166;;;;;;;;;;;O900333;;;;148;426;;1666;4039;3192;957
2024-10-24;2024-11-16;;;;;;;;;;;;;;C00359;;;;;;;;;;;O900334;;;;224;180;;833;204;639;734
2024-12-03;2024-06-29;;;;;;;;;;;;;;C00324;;;;;;;;;;;O900335;;;;754;345;;6567;2404;1018;58
2024-08-28;2024-06-02;;;;;;;;;;;;;;C00216;;;;;;;;;;;O900336;;;;1241;454;;200;1152;168;1296
2024-08-23;2024-12-30;;;;;;;;;;;;;;C00497;;;;;;;;;;;O900337;;;;175;140;;2176;49;532;580
2024-02-17;2024-10-15;;;;;;;;;;;;;;C00010;;;;;;;;;;;O900338;;;;161;23;;3128;593;2884;1237
2024-03-31;2024-09-01;;;;;;;;;;;;;;C00130;;;;;;;;;;;O900339;;;;260;641;;6552;1583;1960;206
2024-04-10;2024-12-13;;;;;;;;;;;;;;C00648;;;;;;;;;;;O900340;;;;888;96;;1098;1217;51;359
2024-08-17;2024-12-05;;;;;;;;;;;;;;C00273;;;;;;;;;;;O900341;;;;1573;284;;6723;1070;5856;834
2024-11-07;2024-09-29;;;;;;;;;;;;;;C00784;;;;;;;;;;;O900342;;;;392;944;;70;3746;1749;424
2024-04-30;2024-08-21;;;;;;;;;;;;;;C00163;;;;;;;;;;;O900343;;;;204;287;;744;1927;2193;1109
2024-04-28;2024-03-11;;;;;;;;;;;;;;C00674;;;;;;;;;;;O900344;;;;164;523;;3940;78;1310;-13
2024-01-31;2024-07-17;;;;;;;;;;;;;;C00702;;;;;;;;;;;O900345;;;;259;249;;581;139;2448;1020
2024-11-24;2024-09-28;;;;;;;;;;;;;;C00376;;;;;;;;;;;O900346;;;;407;326;;9120;8563;5793;581
2024-05-12;2024-08-25;;;;;;;;;;;;;;C00484;;;;;;;;;;;O900347;;;;344;524;;546;248;681;592
2024-12-19;2024-08-14;;;;;;;;;;;;;;C01181;;;;;;;;;;;O900348;;;;561;404;;69;983;3276;234
2024-05-29;2024-12-24;;;;;;;;;;;;;;C00888;;;;;;;;;;;O900349;;;;484;290;;1191;163;1383;577
2024-09-25;2024-08-26;;;;;;;;;;;;;;C00527;;;;;;;;;;;O900350;;;;120;179;;262;2195;2404;1139
2024-11-23;2024-09-13;;;;;;;;;;;;;;C00317;;;;;;;;;;;O900351;;;;541;252;;1772;2144;1538;1226
2024-11-18;2025-01-01;;;;;;;;;;;;;;C01003;;;;;;;;;;;O900352;;;;326;837;;2732;1061;2184;1010
2024-01-14;2024-11-15;;;;;;;;;;;;;;C01044;;;;;;;;;;;O900353;;;;850;645;;2980;88;642;589
